Sentence,Word,POS,Tag
,Arranged,PROPN,O
,Overdraft,PROPN,O
,to,PART,O
,cover,VERB,O
,a,DET,O
,payment,NOUN,O
,despite,SCONJ,O
,lack,NOUN,O
,of,ADP,O
,funds,NOUN,O
,.,PUNCT,O
43,Interest,NOUN,O
,rates,NOUN,O
,applicable,ADJ,O
,during,ADP,O
,the,DET,O
,statement,NOUN,O
,period,NOUN,O
,are,AUX,O
,available,ADJ,O
,on,ADP,O
,request,NOUN,O
,",",PUNCT,O
,please,INTJ,O
,call,VERB,O
,the,DET,O
,team,NOUN,O
,at,ADP,O
,Yorkshire,PROPN,O
,Bank,PROPN,O
,on,ADP,O
,<,X,O
,strong>0800,PROPN,O
,456,NUM,O
,1247,NUM,O
,<,X,O
,/strong,PROPN,O
,>,PUNCT,O
,or,CCONJ,O
,<,X,O
,strong>+44,PROPN,O
,141,NUM,O
,951,NUM,O
,7315,NUM,O
,<,X,O
,/strong,PUNCT,O
,>,X,O
,.,PUNCT,O
44,Dispute,NOUN,O
,resolution,NOUN,O
,If,SCONJ,O
,you,PRON,O
,have,AUX,O
,a,DET,O
,complaint,NOUN,O
,",",PUNCT,O
,please,INTJ,O
,talk,VERB,O
,to,ADP,O
,us,PRON,O
,first,ADV,O
,so,SCONJ,O
,that,SCONJ,O
,we,PRON,O
,can,VERB,O
,try,VERB,O
,to,PART,O
,resolve,VERB,O
,it,PRON,O
,.,PUNCT,O
45,If,SCONJ,O
,you,PRON,O
,are,AUX,O
,not,PART,O
,happy,ADJ,O
,with,ADP,O
,the,DET,O
,way,NOUN,O
,we,PRON,O
,handled,VERB,O
,your,DET,O
,complaint,NOUN,O
,or,CCONJ,O
,the,DET,O
,result,NOUN,O
,",",PUNCT,O
,you,PRON,O
,can,VERB,O
,then,ADV,O
,refer,VERB,O
,the,DET,O
,matter,NOUN,O
,to,ADP,O
,the,DET,O
,Financial,PROPN,O
,Ombudsman,PROPN,O
,Service,PROPN,O
,.,PUNCT,O
46,The,DET,O
,Financial,PROPN,O
,Ombudsman,PROPN,O
,Service,PROPN,O
,is,AUX,O
,an,DET,O
,independent,ADJ,O
,organisation,NOUN,O
,that,DET,O
,helps,VERB,O
,resolve,VERB,O
,complaints,NOUN,O
,that,SCONJ,O
,customers,NOUN,O
,and,CCONJ,O
,financial,ADJ,O
,institutions,NOUN,O
,have,AUX,O
,n't,PART,O
,been,AUX,O
,able,ADJ,O
,to,PART,O
,solve,VERB,O
,themselves,PRON,O
,.,PUNCT,O
47,Account,NOUN,O
,number,NOUN,O
,41649294,NUM,ANU-U
,Sort,NOUN,O
,code,NOUN,O
,05,NUM,SC-U
,-,PUNCT,SC-U
,06,NUM,SC-U
,-,PUNCT,SC-U
,43,NUM,SC-U
,Statement,PROPN,O
,date,NOUN,O
,01,NUM,FD-B
,Aug,PROPN,FD-I
,20,NUM,FD-L
,-,SYM,O
,31,NUM,TD-B
,Aug,PROPN,TD-I
,20,NUM,TD-L
,STANDARD,PROPN,O
,BUSINESS,PROPN,O
,ARCH,VERB,AN-B
48,GLOBAL,PROPN,AN-I
,UK,PROPN,AN-I
,LIMITED,VERB,AN-L
,23,NUM,AA-B
,DRAGOON,PROPN,AA-I
,ROAD,PROPN,AA-I
,",",PUNCT,AA-I
,COVENTRY,PROPN,AA-I
,",",PUNCT,AA-I
,CV3,PROPN,AA-I
,1PD,NUM,AA-L
,Date,PROPN,O
,Description,PROPN,O
,Type,PROPN,O
,Debits,VERB,O
,Credits,NOUN,O
,Balance,NOUN,O
,01,NUM,PDA-B
,Aug,PROPN,PDA-I
,20,NUM,PDA-L
,Opening,PROPN,PDE-B
,Balance,PROPN,PDE-L
,£,SYM,B-U
,16126.60,NUM,B-U
,03,NUM,PDA-B
,Aug,PROPN,PDA-I
,20,NUM,PDA-L
,Uk,PROPN,PDE-B
,Fuels,PROPN,PDE-I
,Ltd,PROPN,PDE-I
,",",PUNCT,PDE-I
49,01097148,NUM,PDE-L
,Direct,PROPN,PT-B
,Debit,PROPN,PT-L
,£,PROPN,PO-U
,60.69,NUM,PO-U
,£,PROPN,B-U
,16065.91,NUM,B-U
,04,NUM,PDA-B
,Aug,PROPN,PDA-I
,20,NUM,PDA-L
,FPS,PROPN,PDE-B
,",",PUNCT,PDE-B
50,Arch,PROPN,PDE-I
,Global,PROPN,PDE-I
,",",PUNCT,PDE-I
,Rontec,PROPN,PDE-L
,DD,PROPN,PT-B
,Transfer,PROPN,PT-L
,£,PROPN,PI-U
,4890.30,NUM,PI-U
,£,PROPN,B-U
,20956.21,NUM,B-U
,04,NUM,PDA-B
,Aug,PROPN,PDA-I
51,20,NUM,PDA-L
,Costa,PROPN,PDE-B
,-,PUNCT,PDE-I
,Costa,PROPN,PDE-I
,Expr,PROPN,PDE-I
,",",PUNCT,PDE-I
,62369RONTECBILSTON,NUM,PDE-L
,Direct,PROPN,PT-B
,Debit,PROPN,PT-L
,£,PROPN,PO-U
,917.00,NUM,PO-U
,£,PROPN,B-U
,20039.21,NUM,B-U
,04,NUM,PDA-B
,Aug,PROPN,PDA-I
,20,NUM,PDA-L
,Rontec,PROPN,PDE-B
,",",PUNCT,PDE-B
,2002094,NUM,PDE-I
,2002094,NUM,PDE-L
,Direct,PROPN,PT-B
,Debit,PROPN,PT-L
,£,PROPN,PO-U
,18405.93,NUM,PO-U
,£,PROPN,B-U
,1633.28,NUM,B-U
,05,NUM,PDA-B
,Aug,PROPN,PDA-I
,20,NUM,PDA-L
,Smiths,PROPN,PDE-B
,News,PROPN,PDE-I
,",",PUNCT,PDE-I
,260574,NUM,PDE-I
,3119144689,NUM,PDE-L
,Direct,PROPN,PT-B
,Debit,PROPN,PT-L
,£,PROPN,PO-U
,261.18,NUM,PO-U
,£,PROPN,B-U
,1372.10,NUM,B-U
,07,NUM,PDA-B
,Aug,PROPN,PDA-I
,20,NUM,PDA-L
,FPS,PROPN,PDE-B
,",",PUNCT,PDE-B
,Arch,PROPN,PDE-I
52,Global,ADJ,PDE-I
,",",PUNCT,PDE-I
,Rontec,PROPN,PDE-L
,DD,PROPN,PT-B
,Transfer,PROPN,PT-L
,£,PROPN,PI-U
,9998.53,NUM,PI-U
,£,PROPN,B-U
,11370.63,NUM,B-U
,10,NUM,PDA-B
,Aug,PROPN,PDA-I
,20,NUM,PDA-L
,FPS,PROPN,PDE-B
,",",PUNCT,PDE-B
,Arch,PROPN,PDE-I
,Global,PROPN,PDE-I
,",",PUNCT,PDE-I
,Rontec,PROPN,PDE-L
,DD,PROPN,PT-B
,Transfer,PROPN,PT-L
,£,PROPN,PI-U
,9600.00,NUM,PI-U
,£,PROPN,B-U
,20970.63,NUM,B-U
,10,NUM,PDA-B
53,Aug,PROPN,PDA-I
,20,NUM,PDA-L
,Uk,PROPN,PDE-B
,Fuels,PROPN,PDE-I
,Ltd,PROPN,PDE-I
,",",PUNCT,PDE-I
,01097148,NUM,PDE-L
,Direct,PROPN,PT-B
,Debit,PROPN,PT-L
,£,PROPN,PO-U
,54.29,NUM,PO-U
,£,SYM,B-U
,20916.34,NUM,B-U
,10,NUM,PDA-B
,Aug,PROPN,PDA-I
,20,NUM,PDA-L
,Card,PROPN,PDE-B
,13,NUM,PDE-I
,",",PUNCT,PDE-I
,Hmrc,PROPN,PDE-I
,Gov,PROPN,PDE-I
,.,PUNCT,PDE-I
,Uk,PROPN,PDE-I
,Vat,PROPN,PDE-L
,Card,PROPN,PT-U
,£,PROPN,PO-U
,3055.18,NUM,PO-U
,£,SYM,B-U
,17861.16,NUM,B-U
,11,NUM,PDA-B
,Aug,PROPN,PDA-I
,20,NUM,PDA-L
,FPS,PROPN,PDE-B
,",",PUNCT,PDE-B
,Arch,PROPN,PDE-I
,Global,PROPN,PDE-I
,",",PUNCT,PDE-I
54,Rontec,VERB,PDE-L
,DD,PROPN,PT-B
,Transfer,PROPN,PT-L
,£,PROPN,PI-U
,5000.00,NUM,PI-U
,£,PROPN,B-U
,22861.16,NUM,B-U
,11,NUM,PDA-B
,Aug,PROPN,PDA-I
,20,NUM,PDA-L
,Costa,PROPN,PDE-B
55,-,PUNCT,PDE-I
,Costa,PROPN,PDE-I
,Expr,PROPN,PDE-I
,",",PUNCT,PDE-I
,62369RONTECBILSTON,NUM,PDE-L
,Direct,PROPN,PT-B
,Debit,PROPN,PT-L
,£,PROPN,PO-U
,622.00,NUM,PO-U
,£,PROPN,B-U
,22239.16,NUM,B-U
,11,NUM,PDA-B
56,Aug,PROPN,PDA-I
,20,NUM,PDA-L
,Rontec,PROPN,PDE-B
,",",PUNCT,PDE-B
,2002094,NUM,PDE-I
,2002094,NUM,PDE-L
,Direct,PROPN,PT-B
,Debit,PROPN,PT-L
,£,PROPN,PO-U
,19827.03,NUM,PO-U
,£,PROPN,B-U
,2412.13,NUM,B-U
,12,NUM,PDA-B
,Aug,PROPN,PDA-I
,20,NUM,PDA-L
,FPS,PROPN,PDE-B
,",",PUNCT,PDE-B
,Rontec,PROPN,PDE-I
,Watford,PROPN,PDE-I
,",",PUNCT,PDE-I
,RONTEC,PROPN,PDE-I
,WATFORD,PROPN,PDE-I
,LTD,PROPN,PDE-L
,Transfer,PROPN,PT-U
,£,PROPN,PO-U
,195.88,NUM,PO-U
,£,PROPN,B-U
,2608.01,NUM,B-U
,12,NUM,PDA-B
,Aug,PROPN,PDA-I
,20,NUM,PDA-L
,Smiths,PROPN,PDE-B
,News,PROPN,PDE-I
,",",PUNCT,PDE-I
,260574,NUM,PDE-I
57,3119158501,NUM,PDE-L
,Direct,PROPN,PT-B
,Debit,PROPN,PT-L
,£,PROPN,PO-U
,270.89,NUM,PO-U
,£,SYM,B-U
,2337.12,NUM,B-U
,13,NUM,PDA-B
,Aug,PROPN,PDA-I
,20,NUM,PDA-L
,FPS,PROPN,PDE-B
,",",PUNCT,PDE-B
58,Roofoods,PROPN,PDE-I
,Limited,PROPN,PDE-L
,Transfer,PROPN,PT-U
,£,SYM,PI-U
,82.27,NUM,PI-U
,£,PROPN,B-U
,2419.39,NUM,B-U
,13,NUM,PDA-B
,Aug,PROPN,PDA-I
,20,NUM,PDA-L
,FPS,PROPN,PDE-B
,",",PUNCT,PDE-B
59,Arch,PROPN,PDE-I
,Global,PROPN,PDE-I
,",",PUNCT,PDE-I
,Rontec,PROPN,PDE-L
,DD,PROPN,PT-B
,Transfer,PROPN,PT-L
,£,PROPN,PI-U
,10000.00,NUM,PI-U
,£,SYM,B-U
,12419.39,NUM,B-U
,13,NUM,PDA-B
,Aug,PROPN,PDA-I
60,20,NUM,PDA-L
,Capital,NOUN,PDE-B
,On,ADP,PDE-I
,Tap,PROPN,PDE-I
,",",PUNCT,PDE-I
,4RCNZND,PROPN,PDE-L
,Direct,PROPN,PT-B
,Debit,PROPN,PT-L
,£,PROPN,PO-U
,11215.09,NUM,PO-U
,£,SYM,B-U
,1204.30,NUM,B-U
,14,NUM,PDA-B
,Aug,PROPN,PDA-I
,20,NUM,PDA-L
,FPS,PROPN,PDE-B
,",",PUNCT,PDE-B
,Roofoods,PROPN,PDE-I
,Limited,PROPN,PDE-L
,Transfer,PROPN,PT-U
,£,PROPN,PI-U
,88.47,NUM,PI-U
,£,SYM,B-U
,1292.77,NUM,B-U
,14,NUM,PDA-B
,Aug,PROPN,PDA-I
,20,NUM,PDA-L
,FPS,PROPN,PDE-B
,",",PUNCT,PDE-B
,Arch,PROPN,PDE-I
,Global,PROPN,PDE-I
,",",PUNCT,PDE-I
,Rontec,PROPN,PDE-L
,DD,PROPN,PT-B
,Transfer,PROPN,PT-L
,£,PROPN,PI-U
,5001.00,NUM,PI-U
,£,PROPN,B-U
,6293.77,NUM,B-U
,17,NUM,PDA-B
,Aug,PROPN,PDA-I
,20,NUM,PDA-L
,FPS,PROPN,PDE-B
,",",PUNCT,PDE-B
,Roofoods,PROPN,PDE-I
,Limited,PROPN,PDE-L
,Transfer,PROPN,PT-U
,£,PROPN,PI-U
,42.48,NUM,PI-U
,£,PROPN,B-U
,6336.25,NUM,B-U
,17,NUM,PDA-B
,Aug,PROPN,PDA-I
,20,NUM,PDA-L
,FPS,PROPN,PDE-B
,",",PUNCT,PDE-B
,Roofoods,PROPN,PDE-I
,Limited,PROPN,PDE-L
,Transfer,PROPN,PT-U
,£,PROPN,PI-U
,43.87,NUM,PI-U
,£,SYM,B-U
,6380.12,NUM,B-U
,17,NUM,PDA-B
,Aug,PROPN,PDA-I
,20,NUM,PDA-L
,FPS,PROPN,PDE-B
,",",PUNCT,PDE-B
,Roofoods,PROPN,PDE-I
,Limited,PROPN,PDE-L
,Transfer,PROPN,PT-U
,£,PROPN,PI-U
,131.20,NUM,PI-U
,£,SYM,B-U
,6511.32,NUM,B-U
,18,NUM,PDA-B
,Aug,PROPN,PDA-I
,20,NUM,PDA-L
,FPS,PROPN,PDE-B
,",",PUNCT,PDE-B
,Roofoods,PROPN,PDE-I
,Limited,PROPN,PDE-L
,Transfer,PROPN,PT-U
,£,PROPN,PI-U
,41.85,NUM,PI-U
,£,PROPN,B-U
,6553.17,NUM,B-U
,18,NUM,PDA-B
,Aug,PROPN,PDA-I
,20,NUM,PDA-L
,FPS,PROPN,PDE-B
,",",PUNCT,PDE-B
,Arch,PROPN,PDE-I
,Global,PROPN,PDE-I
,Uk,PROPN,PDE-I
61,Limited,ADJ,PDE-I
,",",PUNCT,PDE-I
,DD,PROPN,PDE-I
,short,ADJ,PDE-L
,Transfer,NOUN,PT-U
,£,PROPN,PI-U
,10000.00,NUM,PI-U
,£,SYM,B-U
,16553.17,NUM,B-U
,18,NUM,PDA-B
,Aug,PROPN,PDA-I
,20,NUM,PDA-L
,FPS,PROPN,PDE-B
,",",PUNCT,PDE-B
,Arch,PROPN,PDE-I
,Global,PROPN,PDE-I
,",",PUNCT,PDE-I
,Rontec,PROPN,PDE-L
,DD,PROPN,PT-B
,Transfer,PROPN,PT-L
,£,PROPN,PI-U
,10000.00,NUM,PI-U
,£,SYM,B-U
,26553.17,NUM,B-U
,18,NUM,PDA-B
62,Aug,PROPN,PDA-I
,20,NUM,PDA-L
,Costa,PROPN,PDE-B
,-,PUNCT,PDE-I
,Costa,PROPN,PDE-I
,Expr,PROPN,PDE-I
,",",PUNCT,PDE-I
,62369RONTECBILSTON,NUM,PDE-L
,Direct,PROPN,PT-B
,Debit,PROPN,PT-L
,£,PROPN,PO-U
,622.00,NUM,PO-U
,£,PROPN,B-U
,25931.17,NUM,B-U
,18,NUM,PDA-B
,Aug,PROPN,PDA-I
,20,NUM,PDA-L
,Rontec,PROPN,PDE-B
,",",PUNCT,PDE-B
,2002094,NUM,PDE-I
,2002094,NUM,PDE-L
,Direct,PROPN,PT-B
63,Debit,PROPN,PT-L
,£,PROPN,PO-U
,23711.72,NUM,PO-U
,£,SYM,B-U
,2219.45,NUM,B-U
,19,NUM,PDA-B
,Aug,PROPN,PDA-I
,20,NUM,PDA-L
,FPS,PROPN,PDE-B
,",",PUNCT,PDE-B
,Rontec,PROPN,PDE-I
,Watford,PROPN,PDE-I
,",",PUNCT,PDE-I
64,RONTEC,PROPN,PDE-I
,WATFORD,PROPN,PDE-I
,LTD,PROPN,PDE-L
,Transfer,PROPN,PT-U
,£,PROPN,PI-U
,71.12,NUM,PI-U
,£,SYM,B-U
,2290.57,NUM,B-U
,19,NUM,PDA-B
,Aug,PROPN,PDA-I
,20,NUM,PDA-L
,FPS,PROPN,PDE-B
,",",PUNCT,PDE-B
,Roofoods,PROPN,PDE-I
,Limited,PROPN,PDE-L
,Transfer,PROPN,PT-U
,£,PROPN,PI-U
,97.24,NUM,PI-U
,£,SYM,B-U
,2387.81,NUM,B-U
,19,NUM,PDA-B
,Aug,PROPN,PDA-I
,20,NUM,PDA-L
,Smiths,PROPN,PDE-B
,News,PROPN,PDE-I
,",",PUNCT,PDE-I
,260574,NUM,PDE-I
,3119171231,NUM,PDE-L
,Direct,PROPN,PT-B
,Debit,PROPN,PT-L
,£,PROPN,PO-U
,286.95,NUM,PO-U
,£,SYM,B-U
,2100.86,NUM,B-U
,20,NUM,PDA-B
65,Aug,PROPN,PDA-I
,20,NUM,PDA-L
,FPS,PROPN,PDE-B
,",",PUNCT,PDE-B
,Roofoods,PROPN,PDE-I
,Limited,PROPN,PDE-L
,Transfer,PROPN,PT-U
,£,PROPN,PI-U
,63.22,NUM,PI-U
,£,PROPN,B-U
,2164.08,NUM,B-U
,21,NUM,PDA-B
66,Aug,PROPN,PDA-I
,20,NUM,PDA-L
,FPS,PROPN,PDE-B
,",",PUNCT,PDE-B
,Roofoods,PROPN,PDE-I
,Limited,PROPN,PDE-L
,Transfer,PROPN,PT-U
,£,PROPN,PI-U
,33.82,NUM,PI-U
,£,SYM,B-U
,2197.90,NUM,B-U
,21,NUM,PDA-B
67,Aug,PROPN,PDA-I
,20,NUM,PDA-L
,Nest,PROPN,PDE-B
,",",PUNCT,PDE-B
,IT000003254330,PROPN,PDE-L
,Direct,PROPN,PT-B
,Debit,PROPN,PT-L
,£,PROPN,PO-U
,60.96,NUM,PO-U
,£,PROPN,B-U
,2136.94,NUM,B-U
,24,NUM,PDA-B
68,Aug,PROPN,PDA-I
,20,NUM,PDA-L
,FPS,PROPN,PDE-B
,",",PUNCT,PDE-B
,Roofoods,PROPN,PDE-I
,Limited,PROPN,PDE-L
,Transfer,PROPN,PT-U
,£,PROPN,PI-U
,12.51,NUM,PI-U
,£,SYM,B-U
,2149.45,NUM,B-U
,24,NUM,PDA-B
69,Aug,PROPN,PDA-I
,20,NUM,PDA-L
,FPS,PROPN,PDE-B
,",",PUNCT,PDE-B
,Arch,PROPN,PDE-I
,Global,PROPN,PDE-I
,",",PUNCT,PDE-I
,Rontec,PROPN,PDE-L
,DD,PROPN,PT-B
,Transfer,PROPN,PT-L
,£,PROPN,PI-U
,10000.00,NUM,PI-U
,£,SYM,B-U
,12149.45,NUM,B-U
,24,NUM,PDA-B
,Aug,PROPN,PDA-I
,20,NUM,PDA-L
,Uk,PROPN,PDE-B
,Fuels,PROPN,PDE-I
,Ltd,PROPN,PDE-I
,",",PUNCT,PDE-I
,01097148,NUM,PDE-L
,Direct,PROPN,PT-B
70,Debit,PROPN,PT-L
,£,PROPN,PO-U
,124.85,NUM,PO-U
,£,PROPN,B-U
,12024.60,NUM,B-U
,25,NUM,PDA-B
,Aug,PROPN,PDA-I
,20,NUM,PDA-L
,FPS,PROPN,PDE-B
,",",PUNCT,PDE-B
,Roofoods,PROPN,PDE-I
,Limited,PROPN,PDE-L
,Transfer,PROPN,PT-U
,£,PROPN,PI-U
,53.79,NUM,PI-U
,£,SYM,B-U
,12078.39,NUM,B-U
,25,NUM,PDA-B
,Aug,PROPN,PDA-I
,20,NUM,PDA-L
,FPS,PROPN,PDE-B
,",",PUNCT,PDE-B
,Arch,PROPN,PDE-I
,Global,PROPN,PDE-I
71,Uk,PROPN,PDE-I
,Limited,PROPN,PDE-I
,",",PUNCT,PDE-I
,DD,PROPN,PDE-I
,short,ADJ,PDE-L
,Transfer,PROPN,PT-U
,£,PROPN,PI-U
,4000.00,NUM,PI-U
,£,SYM,B-U
,16078.39,NUM,B-U
,25,NUM,PDA-B
,Aug,PROPN,PDA-I
72,20,NUM,PDA-L
,FPS,PROPN,PDE-B
,",",PUNCT,PDE-B
,Arch,PROPN,PDE-I
,Global,PROPN,PDE-I
,",",PUNCT,PDE-I
,Rontec,PROPN,PDE-L
,DD,PROPN,PT-B
,Transfer,PROPN,PT-L
,£,PROPN,PI-U
,10000.00,NUM,PI-U
,£,SYM,B-U
,26078.39,NUM,B-U
,25,NUM,PDA-B
,Aug,PROPN,PDA-I
,20,NUM,PDA-L
,Costa,PROPN,PDE-B
,-,PUNCT,PDE-I
,Costa,PROPN,PDE-I
,Expr,PROPN,PDE-I
,",",PUNCT,PDE-I
,62369RONTECBILSTON,NUM,PDE-L
,Direct,PROPN,PT-B
73,Debit,PROPN,PT-L
,£,PROPN,PO-U
,622.00,NUM,PO-U
,£,PROPN,B-U
,25456.39,NUM,B-U
,25,NUM,PDA-B
,Aug,PROPN,PDA-I
,20,NUM,PDA-L
,Rontec,PROPN,PDE-B
,",",PUNCT,PDE-B
,2002094,NUM,PDE-I
,2002094,NUM,PDE-L
,Direct,PROPN,PT-B
,Debit,PROPN,PT-L
,£,PROPN,PO-U
,23540.04,NUM,PO-U
,£,SYM,B-U
,1916.35,NUM,B-U
,26,NUM,PDA-B
,Aug,PROPN,PDA-I
,20,NUM,PDA-L
,FPS,PROPN,PDE-B
,",",PUNCT,PDE-B
,Roofoods,PROPN,PDE-I
74,Limited,PROPN,PDE-L
,Transfer,PROPN,PT-U
,£,PROPN,PI-U
,101.82,NUM,PI-U
,£,PROPN,B-U
,2018.17,NUM,B-U
,26,NUM,PDA-B
,Aug,PROPN,PDA-I
,20,NUM,PDA-L
,Smiths,PROPN,PDE-B
,News,PROPN,PDE-I
,",",PUNCT,PDE-I
75,260574,NUM,PDE-I
,3119184983,NUM,PDE-L
,Direct,PROPN,PT-B
,Debit,PROPN,PT-L
,£,PROPN,PO-U
,263.16,NUM,PO-U
,£,PROPN,B-U
,1755.01,NUM,B-U
,27,NUM,PDA-B
,Aug,PROPN,PDA-I
,20,NUM,PDA-L
,FPS,PROPN,PDE-B
,",",PUNCT,PDE-B
,Roofoods,PROPN,PDE-I
,Limited,PROPN,PDE-L
,Transfer,PROPN,PT-U
,£,PROPN,PI-U
,65.37,NUM,PI-U
,£,PROPN,B-U
,1820.38,NUM,B-U
,27,NUM,PDA-B
,Aug,PROPN,PDA-I
,20,NUM,PDA-L
,CHARGES,ADJ,PDE-U
,Charges,NOUN,PT-U
,£,SYM,PO-U
,17.30,NUM,PO-U
,£,PROPN,B-U
,1803.08,NUM,B-U
,28,NUM,PDA-B
,Aug,PROPN,PDA-I
,20,NUM,PDA-L
,FPS,PROPN,PDE-B
,",",PUNCT,PDE-B
,Roofoods,PROPN,PDE-I
76,Limited,PROPN,PDE-L
,Transfer,PROPN,PT-U
,£,PROPN,PI-U
,38.27,NUM,PI-U
,£,SYM,B-U
,1841.35,NUM,B-U
,Total,ADJ,O
,debits,NOUN,O
,£,PROPN,POW-U
,103938.26,NUM,POW-U
,Total,ADJ,O
,credits,NOUN,O
,£,SYM,PID-U
,89653.01,NUM,PID-U
,Closing,PROPN,O
,balance,NOUN,O
,£,SYM,CB-U
,1841.35,NUM,CB-U
,Important,ADJ,O
,information,NOUN,O
,about,ADP,O
,compensation,NOUN,O
,arrangements,NOUN,O
,We,PRON,O
,are,AUX,O
,covered,VERB,O
,by,ADP,O
,the,DET,O
,Financial,PROPN,O
,Services,PROPN,O
,Compensation,PROPN,O
,Scheme,PROPN,O
,(,PUNCT,O
,FSCS,PROPN,O
,),PUNCT,O
,.,PUNCT,O
77,The,DET,O
,FSCS,PROPN,O
,can,VERB,O
,pay,VERB,O
,compensation,NOUN,O
,to,ADP,O
,depositors,NOUN,O
,if,SCONJ,O
,a,DET,O
,bank,NOUN,O
,is,AUX,O
,unable,ADJ,O
,to,PART,O
,meet,VERB,O
,its,DET,O
,financial,ADJ,O
,obligations,NOUN,O
,.,PUNCT,O
78,Your,DET,O
,deposit,NOUN,O
,is,AUX,O
,covered,VERB,O
,by,ADP,O
,the,DET,O
,scheme,NOUN,O
,.,PUNCT,O
79,Details,NOUN,O
,on,ADP,O
,the,DET,O
,protection,NOUN,O
,of,ADP,O
,eligible,ADJ,O
,deposits,NOUN,O
,can,VERB,O
,be,AUX,O
,found,VERB,O
,in,ADP,O
,the,DET,O
,information,NOUN,O
,sheet,NOUN,O
,and,CCONJ,O
,deposits,NOUN,O
,excluded,VERB,O
,from,ADP,O
,the,DET,O
,scheme,NOUN,O
,can,VERB,O
,be,AUX,O
,found,VERB,O
,in,ADP,O
,the,DET,O
,exclusion,NOUN,O
,list,NOUN,O
,which,DET,O
,can,VERB,O
,be,AUX,O
,obtained,VERB,O
,from,ADP,O
,your,DET,O
,local,ADJ,O
,branch,NOUN,O
,.,PUNCT,O
80,For,ADP,O
,further,ADJ,O
,information,NOUN,O
,about,ADP,O
,the,DET,O
,compensation,NOUN,O
,provided,VERB,O
,by,ADP,O
,the,DET,O
,FSCS,PROPN,O
,",",PUNCT,O
,refer,VERB,O
,to,ADP,O
,the,DET,O
,FSCS,PROPN,O
,website,NOUN,O
,at,ADP,O
,www,NOUN,O
,.,PUNCT,O
,FSCS.org.uk,X,O
,.,PUNCT,O
81,Interest,NOUN,O
,rate,NOUN,O
,information,NOUN,O
,Arranged,VERB,O
,Overdraft,PROPN,O
,interest,NOUN,O
,rates,NOUN,O
,apply,VERB,O
,to,ADP,O
,the,DET,O
,amount,NOUN,O
,of,ADP,O
,any,DET,O
,borrowing,NOUN,O
,",",PUNCT,O
,up,ADP,O
,to,ADP,O
,your,DET,O
,Arranged,PROPN,O
,Overdraft,PROPN,O
,limit,NOUN,O
,.,PUNCT,O
82,Unarranged,PROPN,O
,Overdraft,PROPN,O
,interest,NOUN,O
,rates,NOUN,O
,apply,VERB,O
,to,ADP,O
,any,DET,O
,borrowing,NOUN,O
,which,DET,O
83,is,AUX,O
,the,DET,O
,result,NOUN,O
,of,ADP,O
,our,DET,O
,agreeing,VERB,O
,to,ADP,O
,a,DET,O
,request,NOUN,O
,from,ADP,O
,you,PRON,O
,for,ADP,O
,a,DET,O
,temporary,ADJ,O
,Unarranged,PROPN,O
,Overdraft,PROPN,O
,or,CCONJ,O
,temporary,ADJ,O
,increase,NOUN,O
,to,ADP,O
,an,DET,O
,existing,VERB,O
,Arranged,PROPN,O
,Overdraft,PROPN,O
,to,PART,O
,cover,VERB,O
,a,DET,O
,payment,NOUN,O
,despite,SCONJ,O
,lack,NOUN,O
,of,ADP,O
,funds,NOUN,O
,.,PUNCT,O
84,Interest,NOUN,O
,rates,NOUN,O
,applicable,ADJ,O
,during,ADP,O
,the,DET,O
,statement,NOUN,O
,period,NOUN,O
,are,AUX,O
,available,ADJ,O
,on,ADP,O
,request,NOUN,O
,",",PUNCT,O
,please,INTJ,O
,call,VERB,O
,the,DET,O
,team,NOUN,O
,at,ADP,O
,Yorkshire,PROPN,O
,Bank,PROPN,O
,on,ADP,O
,<,X,O
,strong>0800,PROPN,O
,456,NUM,O
,1247,NUM,O
,<,X,O
,/strong,PROPN,O
,>,PUNCT,O
,or,CCONJ,O
,<,X,O
,strong>+44,PROPN,O
,141,NUM,O
,951,NUM,O
,7315,NUM,O
,<,X,O
,/strong,PUNCT,O
,>,X,O
,.,PUNCT,O
85,Dispute,NOUN,O
,resolution,NOUN,O
,If,SCONJ,O
,you,PRON,O
,have,AUX,O
,a,DET,O
,complaint,NOUN,O
,",",PUNCT,O
,please,INTJ,O
,talk,VERB,O
,to,ADP,O
,us,PRON,O
,first,ADV,O
,so,SCONJ,O
,that,SCONJ,O
,we,PRON,O
,can,VERB,O
,try,VERB,O
,to,PART,O
,resolve,VERB,O
,it,PRON,O
,.,PUNCT,O
86,If,SCONJ,O
,you,PRON,O
,are,AUX,O
,not,PART,O
,happy,ADJ,O
,with,ADP,O
,the,DET,O
,way,NOUN,O
,we,PRON,O
,handled,VERB,O
,your,DET,O
,complaint,NOUN,O
,or,CCONJ,O
,the,DET,O
,result,NOUN,O
,",",PUNCT,O
,you,PRON,O
,can,VERB,O
,then,ADV,O
,refer,VERB,O
,the,DET,O
,matter,NOUN,O
,to,ADP,O
,the,DET,O
,Financial,PROPN,O
,Ombudsman,PROPN,O
,Service,PROPN,O
,.,PUNCT,O
87,The,DET,O
,Financial,PROPN,O
,Ombudsman,PROPN,O
,Service,PROPN,O
,is,AUX,O
,an,DET,O
,independent,ADJ,O
,organisation,NOUN,O
,that,DET,O
,helps,VERB,O
,resolve,VERB,O
,complaints,NOUN,O
,that,SCONJ,O
,customers,NOUN,O
